,City,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
357,Tutóia,BR,1603627200,85.44,72,55,12.33,-2.7619,-42.2744
358,Būlaevo,KZ,1603627200,39.72,97,98,10.92,54.9056,70.4439
359,Evensk,RU,1603627200,34.02,85,100,13.89,61.95,159.2333
360,Shenjiamen,CN,1603627200,63.86,66,35,7.05,29.9576,122.298
361,Harper,LR,1603627200,81.82,79,72,6.98,4.375,-7.7169
362,Seymchan,RU,1603627200,26.04,94,100,10.56,62.8833,152.4333
363,Saint Anthony,US,1603627200,27.97,79,95,4.85,45.0205,-93.218
364,Kaeo,NZ,1603627200,57.74,90,9,2.91,-35.1,173.7833
365,Sooke,CA,1603627200,34.72,70,1,11.23,48.3746,-123.7276
366,Mergen,CN,1603627200,39.87,71,7,4.05,49.1833,125.2167
367,Caniço,PT,1603627200,68.92,58,19,4.47,32.6333,-16.85
368,Goderich,CA,1603627200,38.39,79,99,7.31,43.7501,-81.7165
369,Shirokiy,RU,1603627200,39.13,75,0,9.44,49.758,129.523
370,Vila Franca do Campo,PT,1603627200,65.75,68,43,7.76,37.7167,-25.4333
371,San Cristobal,VE,1603627200,72.05,75,99,0.36,7.7669,-72.225
372,Tromsø,NO,1603627200,34.81,84,23,8.19,69.6496,18.957
373,Wanning,CN,1603627200,78.17,89,97,6.98,18.8003,110.3967
374,Thaton,MM,1603627200,82.33,73,63,4.52,16.9206,97.3714
375,Xichang,CN,1603627200,66.51,69,40,2.91,27.8964,102.2634
376,Sept-Îles,CA,1603627200,32.72,77,11,12.12,50.2001,-66.3821
377,Acheng,CN,1603627200,44.49,60,0,2.06,45.5454,126.977
378,Shaoyang,CN,1603627200,66.47,61,58,2.51,27.2315,111.4525
379,Corinth,GR,1603627200,75.13,48,89,8.46,37.9407,22.9573
380,Abu Dhabi,AE,1603627200,89.8,31,0,16.96,24.4667,54.3667
381,Villa Rica,US,1603627200,64.54,96,100,1.48,33.7321,-84.9191
382,Sekoma,BW,1603627200,97.56,16,94,8.37,-24.4,23.8833
383,Oberwart,AT,1603627200,61.86,77,5,3.89,47.2897,16.206
384,Kalabo,ZM,1603627200,102.31,9,32,8.68,-14.97,22.6814
385,Laa,SL,1603627200,86.0,69,95,2.89,8.0797,-10.7732
386,Tsimmerbude,RU,1603627200,60.35,77,2,14.52,54.675,20.1347
387,Ambulu,ID,1603627200,80.62,84,100,2.91,-8.345,113.6058
388,Leningradskiy,RU,1603627200,23.95,87,0,5.03,69.3833,178.4167
389,Shimoda,JP,1603627200,60.69,60,4,5.26,34.6667,138.95
390,Acapulco de Juárez,MX,1603627200,78.24,77,40,4.05,16.8634,-99.8901
391,Province of Mantua,IT,1603627200,66.31,70,0,5.77,45.1667,10.7833
392,Mariāni,IN,1603627200,79.09,85,21,2.42,26.6667,94.3333
393,Murdochville,CA,1603627200,27.07,94,96,13.76,48.9583,-65.5006
394,Andenes,NO,1603627200,42.4,68,6,19.77,69.3143,16.1194
395,San Ignacio,BZ,1603627200,73.9,97,90,2.82,17.1561,-89.0714
396,Clyde,US,1603627200,44.56,74,78,8.93,41.3042,-82.9752
397,Okato,NZ,1603627200,57.97,92,6,6.69,-39.2,173.8833
398,Saddiqabad,PK,1603627200,94.91,10,0,4.85,28.3062,70.1307
399,Kurya,RU,1603627200,37.67,68,100,18.99,51.6003,82.2888
400,Itapecerica,BR,1603627200,71.13,88,97,6.49,-20.4725,-45.1256
401,Savinka,RU,1603627200,64.4,62,93,18.66,50.0785,47.0994
402,Båtsfjord,NO,1603627200,36.99,84,97,13.04,70.6345,29.7185
403,Takelsa,TN,1603627200,71.87,49,10,9.55,36.7833,10.6333
404,Tautira,PF,1603627200,77.7,80,66,8.19,-17.7333,-149.15
405,Lorengau,PG,1603627200,83.03,71,26,6.11,-2.0226,147.2712
406,Icod de los Vinos,ES,1603627200,70.2,70,57,10.65,28.3724,-16.7119
407,Grass Valley,US,1603627200,46.89,59,1,4.38,39.2191,-121.0611
408,Paralímni,CY,1603627200,86.77,34,31,5.1,35.0375,33.9833
409,Riachão do Jacuípe,BR,1603627200,82.24,69,90,6.2,-11.8069,-39.3856
410,Celestún,MX,1603627200,78.76,84,97,9.13,20.8667,-90.4
411,Tezu,IN,1603627200,79.84,69,2,2.77,27.9167,96.1667
412,Havelock,US,1603627200,68.34,92,69,3.29,34.8791,-76.9013
413,Noumea,NC,1603627200,74.26,72,20,10.6,-22.2763,166.4572
414,Lábrea,BR,1603627200,77.32,94,97,3.42,-7.2586,-64.7981
415,Port Moresby,PG,1603627200,78.82,87,60,6.8,-9.4431,147.1797
416,Carballo,ES,1603627200,54.7,82,58,10.04,43.213,-8.691
417,Te Anau,NZ,1603627200,47.26,92,100,3.6,-45.4167,167.7167
418,Kiama,AU,1603627200,57.79,91,100,20.56,-34.6833,150.8667
419,Naze,JP,1603627200,68.07,67,38,9.22,28.3667,129.4833
420,Arrondissement de Dieppe,FR,1603627200,55.89,79,78,16.75,49.75,1.1667
421,Viedma,AR,1603627200,61.02,65,100,25.03,-40.8135,-62.9967
422,Alcácer do Sal,PT,1603627200,69.69,73,64,19.17,38.3733,-8.5144
423,Lázaro Cárdenas,MX,1603627200,78.53,87,23,4.16,17.9583,-102.2
424,Andapa,MG,1603627200,79.25,54,36,5.35,-14.65,49.65
425,Kulhudhuffushi,MV,1603627200,82.09,75,92,10.07,6.6221,73.07
426,Gladstone,AU,1603627200,72.27,84,66,2.59,-23.85,151.25
427,Griffith,US,1603627200,40.42,70,91,7.87,41.5284,-87.4237
428,Kabare,CD,1603627200,72.52,71,100,0.83,-2.4683,28.8242
429,Malakal,SS,1603627200,97.83,43,13,1.9,9.5334,31.6605
430,Roxas,PH,1603627200,77.36,91,100,21.03,11.5853,122.7511
431,Feni,BD,1603627200,80.71,83,60,3.27,23.0186,91.41
432,Pictou,CA,1603627200,44.22,80,88,18.07,45.6834,-62.7153
433,Chitral,PK,1603627200,56.03,40,89,0.69,35.8462,71.7858
434,Wilmington,US,1603627200,70.0,92,95,2.1,34.2257,-77.9447
435,Hurghada,EG,1603627200,85.17,42,0,19.73,27.2574,33.8129
436,Menongue,AO,1603627200,99.88,12,28,6.46,-14.6585,17.691
437,Haines Junction,CA,1603627200,25.23,87,100,2.3,60.7522,-137.5108
438,Donskoye,RU,1603627200,71.44,38,38,10.38,45.4552,41.9741
439,Dingle,PH,1603627200,75.42,95,100,10.07,10.9995,122.6711
440,Esso,RU,1603627200,30.18,95,100,6.62,55.9333,158.7
441,Mīzan Teferī,ET,1603627200,81.81,45,6,4.34,6.9833,35.5833
442,Sheregesh,RU,1603627200,28.8,79,88,2.04,52.9209,87.9869
443,Barra do Garças,BR,1603627200,82.8,77,34,4.65,-15.89,-52.2567
444,Ishim,RU,1603627200,36.55,98,100,8.75,56.1128,69.4902
445,Lahat,ID,1603627200,79.43,85,100,3.67,-3.8,103.5333
446,Anchorage,US,1603627200,35.92,79,93,3.94,61.2181,-149.9003
447,Batemans Bay,AU,1603627200,55.26,92,100,16.49,-35.7167,150.1833
448,Healdsburg,US,1603627200,50.72,83,46,1.7,38.6105,-122.8692
449,Petropavlovsk-Kamchatskiy,RU,1603627200,42.19,97,95,11.14,53.0452,158.6483
450,Derzhavīnsk,KZ,1603627200,49.17,78,100,15.1,51.1,66.3167
451,Kiruna,SE,1603627200,28.17,99,91,3.22,67.8557,20.2251
452,Vung Tau,VN,1603627200,81.75,78,9,7.2,10.346,107.0843
453,Illintsi,UA,1603627200,59.02,71,100,4.79,49.1048,29.2177
454,Minas,UY,1603627200,68.31,88,94,12.35,-34.3759,-55.2377
455,Ilhabela,BR,1603627200,75.09,84,98,6.62,-23.7781,-45.3581
456,Jutaí,BR,1603627200,79.66,86,96,2.55,-5.1833,-68.9
457,Chaman,PK,1603627200,67.32,21,0,5.12,30.9236,66.4512
458,Juneau,US,1603627200,32.9,72,59,2.48,58.3019,-134.4197
459,Mizdah,LY,1603627200,77.97,35,29,8.3,31.4451,12.9801
460,Sosenskiy,RU,1603627200,50.86,79,55,8.75,54.059,35.9623
461,Inhambane,MZ,1603627200,84.07,58,0,14.88,-23.865,35.3833
462,Saldanha,ZA,1603627200,67.68,67,95,20.31,-33.0117,17.9442
463,Laas,IT,1603627200,56.03,74,24,5.26,46.6166,10.7002
464,Oddur,SO,1603627200,83.14,61,30,10.42,4.1213,43.8894
465,Kifrī,IQ,1603627200,92.59,10,73,8.59,34.6959,44.9661
466,Guaraniaçu,BR,1603627200,75.34,82,0,3.56,-25.1008,-52.8781
467,Pokhara,NP,1603627200,75.85,46,12,3.0,28.2333,83.9833
468,Belmonte,BR,1603627200,78.37,83,83,10.92,-15.8631,-38.8828
469,Leer,SS,1603627200,93.85,48,39,4.09,8.3018,30.1418
470,Campbell River,CA,1603627200,29.43,84,16,3.04,50.0163,-125.2446
471,Faanui,PF,1603627200,79.45,70,40,0.94,-16.4833,-151.75
472,Kiunga,PG,1603627200,77.05,89,95,3.15,-6.1219,141.2906
473,Nanortalik,GL,1603627200,32.81,93,100,23.09,60.1432,-45.2371
474,Vacha,RU,1603627200,42.62,71,96,8.23,55.8008,42.7706
475,Sobolevo,RU,1603627200,49.59,80,78,8.37,54.4299,31.8996
476,Oga,IT,1603627200,47.03,66,24,6.78,46.4631,10.347
477,Varhaug,NO,1603627200,51.42,88,83,16.53,58.6147,5.6457
478,Fayaoué,NC,1603627200,75.74,77,15,16.82,-20.65,166.5333
479,Manggar,ID,1603627200,82.33,80,100,7.72,-2.8833,108.2667
480,Ende,ID,1603627200,81.5,76,95,3.27,-8.8432,121.6623
481,Cayenne,GF,1603627200,84.2,86,3,10.0,4.9333,-52.3333
482,Jahāngīrpur,IN,1603627200,87.4,29,0,3.51,28.1833,77.7167
483,Fare,PF,1603627200,80.01,70,28,2.28,-16.7,-151.0167
484,Nebbi,UG,1603627200,82.76,62,87,7.29,2.4783,31.0889
485,Tamasane,BW,1603627200,95.41,27,0,11.7,-22.4184,27.4013
486,Troitskoye,RU,1603627200,33.62,75,94,9.35,52.9821,84.6757
487,Yate,GB,1603627200,53.78,75,9,15.3,51.5407,-2.4184
488,Mercedes,AR,1603627200,68.31,94,100,8.86,-34.6515,-59.4307
489,Gijang,KR,1603627200,62.11,50,30,4.99,35.2442,129.2139
490,Anadyr,RU,1603627200,27.45,93,46,4.56,64.75,177.4833
491,Shahreza,IR,1603627200,70.72,21,0,11.32,32.0339,51.8794
492,Amalāpuram,IN,1603627200,86.97,55,20,4.27,16.5833,82.0167
493,Ust-Maya,RU,1603627200,10.99,95,35,2.8,60.4167,134.5333
494,Pozo Colorado,PY,1603627200,88.92,62,2,8.77,-23.4923,-58.7972
495,Fonte Boa,BR,1603627200,77.56,92,100,2.48,-2.4959,-66.2662
496,Hobyo,SO,1603627200,85.5,61,28,11.81,5.3505,48.5268
497,Akhty,RU,1603627200,68.11,27,0,4.81,41.4597,47.7312
498,Saanen,CH,1603627200,60.48,46,48,1.07,46.4896,7.2596
499,Chernyshevskiy,RU,1603627200,16.21,92,100,4.88,63.0128,112.4714
500,Kortkeros,RU,1603627200,30.97,97,95,3.74,61.8106,51.5806
501,Mittersill,AT,1603627200,59.77,54,0,6.11,47.2667,12.4833
502,Lufkin,US,1603627200,57.4,82,88,3.76,31.3382,-94.7291
503,Kankakee,US,1603627200,39.88,74,88,9.98,41.15,-87.8667
504,Gambēla,ET,1603627200,92.75,47,2,3.31,8.25,34.5833
505,Takoradze,GH,1603627200,81.9,79,91,9.89,4.8845,-1.7554
506,Doctor Arroyo,MX,1603627200,58.35,92,30,3.4,23.6667,-100.1833
507,Zhigalovo,RU,1603627200,30.31,94,100,14.65,54.8097,105.1578
508,Kidal,ML,1603627200,94.26,10,0,25.1,18.4411,1.4078
509,Muswellbrook,AU,1603627200,55.53,91,100,2.42,-32.2667,150.9
510,Kokopo,PG,1603627200,78.93,81,97,5.46,-4.352,152.2633
511,Lubbock,US,1603627200,57.79,48,87,9.04,33.6001,-101.8338
512,Tucano,BR,1603627200,84.04,69,84,8.01,-10.9631,-38.7867
513,Santa Cruz de la Sierra,BO,1603627200,88.86,62,64,15.28,-17.8,-63.1667
514,Namatanai,PG,1603627200,79.79,82,71,8.03,-3.6667,152.4333
515,Vestmannaeyjar,IS,1603627200,45.3,63,59,14.29,63.4427,-20.2734
516,Maragogi,BR,1603627200,81.23,80,29,11.27,-9.0122,-35.2225
517,Drayton Valley,CA,1603627200,9.0,90,0,6.93,53.2168,-114.9854
518,Maceió,BR,1603627200,82.0,81,42,10.69,-9.6658,-35.7353
519,Lufilufi,WS,1603627200,81.41,85,95,16.22,-13.8745,-171.5986
520,Sitka,US,1603627200,38.14,60,87,2.89,57.0531,-135.33
521,Saint-Joseph,RE,1603627200,71.78,72,67,12.3,-21.3667,55.6167
522,Bijni,IN,1603627200,80.85,79,5,4.03,26.4959,90.703
523,Adrar,MR,1603627200,95.95,11,97,7.34,20.5022,-10.0711
524,Thinadhoo,MV,1603627200,83.71,75,6,10.02,0.5333,72.9333
525,Maxixe,MZ,1603627200,84.58,56,0,14.81,-23.8597,35.3472
526,Bundaberg,AU,1603627200,72.97,89,46,6.87,-24.85,152.35
527,Dhārchula,IN,1603627200,67.87,35,0,1.95,29.85,80.5333
528,Itoman,JP,1603627200,72.37,61,54,13.69,26.1247,127.6694
