,City,Country,Date,Max Temp,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
411,Huejuquilla el Alto,MX,1603627200,57.29,68,1,1.9,22.6,-103.8667
154,Mossamedes,AO,1603627200,75.47,68,26,12.93,-15.1961,12.1522
50,Saldanha,ZA,1603627200,67.68,68,95,20.31,-33.0117,17.9442
395,Matara,LK,1603627200,84.74,68,93,10.4,5.9485,80.5353
156,George,ZA,1603627200,65.43,68,67,4.65,-33.963,22.4617
163,Saint-Pierre,RE,1603627200,73.8,68,60,8.61,-21.3393,55.4781
85,Miraflores,MX,1603627200,49.64,68,44,2.53,19.2167,-98.8083
86,Tuban,ID,1603627200,84.99,68,98,1.28,-6.8976,112.0649
343,Khovd,MN,1603627200,32.88,68,9,2.59,48.0056,91.6419
361,Andenes,NO,1603627200,42.4,68,6,19.77,69.3143,16.1194
267,Altay,CN,1603627200,31.64,68,5,0.98,47.8667,88.1167
349,Taltal,CL,1603627200,60.73,68,90,1.88,-25.4,-70.4833
353,Vila Franca do Campo,PT,1603627200,65.98,68,33,7.76,37.7167,-25.4333
323,Kalmunai,LK,1603627200,85.28,68,100,12.39,7.4167,81.8167
203,Burnie,AU,1603627200,46.54,67,3,3.44,-41.0667,145.9167
368,Kaa-Khem,RU,1603627200,27.12,67,0,0.69,51.6833,94.7333
237,Moindou,NC,1603627200,75.94,67,13,7.0,-21.6924,165.677
447,Naze,JP,1603627200,67.62,67,38,9.22,28.3667,129.4833
367,Quatre Cocos,MU,1603627200,76.03,67,80,15.5,-20.2078,57.7625
391,Bambous Virieux,MU,1603627200,76.06,67,81,15.01,-20.3428,57.7575
32,Mahébourg,MU,1603627200,76.59,67,78,15.1,-20.4081,57.7
537,Robe,AU,1603627200,50.45,66,15,20.89,-37.1833,139.75
493,Dolton,US,1603627200,42.91,66,93,8.77,41.6389,-87.6073
21,Cape Town,ZA,1603627200,66.43,66,86,16.17,-33.9258,18.4232
421,Adolfo López Mateos,MX,1603627200,46.22,66,0,3.11,28.4667,-107.3
529,Los Llanos de Aridane,ES,1603627200,68.5,66,62,14.18,28.6585,-17.9182
465,Floriano,BR,1603627200,88.54,66,76,4.25,-6.7669,-43.0225
306,Ridgecrest,US,1603627200,51.8,66,0,4.56,35.6225,-117.6709
22,Lagoa,PT,1603627200,64.29,66,92,10.89,39.05,-27.9833
484,Bondoukou,CI,1603627200,90.18,66,24,1.99,8.0333,-2.8
508,Trairi,BR,1603627200,85.73,66,88,13.51,-3.2778,-39.2689
285,Itarema,BR,1603627200,85.24,65,94,15.84,-2.9248,-39.9167
72,Souillac,MU,1603627200,76.95,65,72,15.12,-20.5167,57.5167
371,São Filipe,CV,1603627200,83.66,65,100,13.51,14.8961,-24.4956
274,Hirado,JP,1603627200,62.83,65,77,6.6,33.3597,129.5531
11,East London,ZA,1603627200,73.11,64,40,20.92,-33.0153,27.9116
178,Salé,MA,1603627200,67.23,64,20,6.02,34.0389,-6.8166
282,Vallenar,CL,1603627200,64.09,64,0,2.91,-28.5708,-70.7581
302,Praia da Vitória,PT,1603627200,65.53,64,40,12.1,38.7333,-27.0667
19,Sumenep,ID,1603627200,86.29,64,72,8.59,-7.0167,113.8667
221,Taperoá,BR,1603627200,84.58,64,17,14.32,-7.2075,-36.8267
315,Kismayo,SO,1603627200,84.88,64,84,14.83,-0.3582,42.5454
20,Marsá Maţrūḩ,EG,1603627200,77.34,64,0,17.49,31.3525,27.2453
12,Port Elizabeth,ZA,1603627200,70.86,63,54,17.11,-33.918,25.5701
525,Nārāyanganj,BD,1603627200,86.27,63,40,2.46,23.6233,90.5011
296,Hambantota,LK,1603627200,87.71,63,68,19.69,6.1241,81.1185
230,Oranjemund,NA,1603627200,67.6,63,89,17.36,-28.55,16.4333
517,Matelândia,BR,1603627200,82.22,63,0,3.96,-25.2408,-53.9964
334,Micheweni,TZ,1603627200,84.72,63,39,6.85,-4.9667,39.8333
510,Tayoltita,MX,1603627200,66.83,63,3,4.99,24.0833,-105.9333
386,Sambava,MG,1603627200,79.79,63,15,12.95,-14.2667,50.1667
438,Fernández,AR,1603627200,84.7,63,0,13.58,-27.9204,-63.8935
24,Mislinja,SI,1603627200,62.11,63,5,3.22,46.4411,15.1956
84,Lichuan,CN,1603627200,52.68,63,95,0.87,30.3,108.85
196,General Elizardo Aquino,PY,1603627200,87.93,63,7,6.24,-24.4333,-56.7
535,Mananara,MG,1603627200,80.04,62,6,8.75,-16.1667,49.7667
463,Rexburg,US,1603627200,13.46,62,94,19.24,43.826,-111.7897
451,Kasaoka,JP,1603627200,60.19,62,9,5.99,34.5,133.5
111,Port Lincoln,AU,1603627200,53.13,62,38,17.58,-34.7333,135.8667
79,Tauá,BR,1603627200,84.43,62,55,9.46,-5.9667,-40.3
409,Pozo Colorado,PY,1603627200,88.92,62,2,8.77,-23.4923,-58.7972
520,Marsaxlokk,MT,1603627200,71.2,62,24,17.47,35.8419,14.5431
472,Puerto del Rosario,ES,1603627200,72.55,62,40,16.64,28.5004,-13.8627
498,Hengyang,CN,1603627200,68.31,62,58,2.1,26.8881,112.615
92,Chiang Rai,TH,1603627200,78.73,61,47,1.88,19.9167,99.9167
450,Laas,IT,1603627200,56.03,61,42,5.26,46.6166,10.7002
374,San Fernando del Valle de Catamarca,AR,1603627200,82.17,61,0,1.63,-28.4696,-65.7852
347,Belyy Yar,RU,1603627200,29.79,61,12,5.12,53.6039,91.3903
5,Vestmannaeyjar,IS,1603627200,45.86,61,59,14.29,63.4427,-20.2734
487,Lianzhou,CN,1603627200,72.57,61,91,1.21,24.7811,112.3825
337,Tripoli,LY,1603627200,74.95,61,70,9.13,32.8752,13.1875
401,Shimoda,JP,1603627200,60.69,60,4,5.26,34.6667,138.95
204,Sitka,US,1603627200,38.14,60,95,2.89,57.0531,-135.33
531,Sirte,LY,1603627200,75.67,60,0,8.66,31.2089,16.5887
232,Itoman,JP,1603627200,72.37,60,72,13.69,26.1247,127.6694
462,Kaniama,CD,1603627200,85.82,60,96,2.44,-7.5667,24.1833
503,Novikovo,RU,1603627200,57.47,60,37,11.59,51.1537,37.8879
127,Kruisfontein,ZA,1603627200,71.46,60,82,18.28,-34.0033,24.7314
119,Kongolo,CD,1603627200,87.49,59,99,3.76,-5.3833,27.0
414,Peranamallūr,IN,1603627200,87.01,59,85,5.66,12.5667,79.4333
136,Codrington,AU,1603627200,47.88,59,6,14.74,-38.2667,141.9667
149,Port Augusta,AU,1603627200,54.03,58,31,15.37,-32.5,137.7667
56,Bandarbeyla,SO,1603627200,80.55,58,5,13.53,9.4942,50.8122
320,Nagato,JP,1603627200,59.63,57,26,3.8,34.3833,131.2
132,Whyalla,AU,1603627200,55.26,57,26,21.54,-33.0333,137.5833
122,Rāichūr,IN,1603627200,85.14,57,9,3.11,16.2,77.3667
428,Tierra Colorada,MX,1603627200,71.13,57,85,4.7,17.1667,-99.5833
14,Busselton,AU,1603627200,69.31,57,20,8.21,-33.65,115.3333
470,Karakol,KG,1603627200,43.7,56,100,0.18,42.4907,78.3936
325,Philadelphia,US,1603627200,48.72,56,95,7.02,39.9523,-75.1638
418,Severnyy,RU,1603627200,57.34,56,23,9.33,50.677,36.5532
116,Saint George,US,1603627200,54.39,56,3,1.97,37.1041,-113.5841
387,Ponta do Sol,PT,1603627200,70.0,56,20,5.12,32.6667,-17.1
281,Kabo,CF,1603627200,90.99,55,98,4.32,7.6994,18.629
458,Katherine,AU,1603627200,85.78,55,56,12.86,-14.4667,132.2667
69,Christchurch,NZ,1603627200,66.0,55,57,19.69,-43.5333,172.6333
491,Tateyama,JP,1603627200,63.34,54,0,3.51,34.9833,139.8667
514,Letnik,RU,1603627200,71.13,54,87,9.75,46.011,41.2657
30,Nouadhibou,MR,1603627200,77.77,54,100,17.43,20.931,-17.0347
137,Katsuura,JP,1603627200,62.38,54,0,4.56,35.1333,140.3
420,Shambu,ET,1603627200,66.87,54,0,4.09,9.5667,37.1
256,Portland,US,1603627200,39.16,54,0,8.08,45.5234,-122.6762
183,Kānker,IN,1603627200,81.18,53,22,5.1,20.2719,81.4931
495,Richards Bay,ZA,1603627200,84.78,53,1,10.11,-28.783,32.0377
293,Aras,ES,1603627200,61.63,53,59,4.94,42.5617,-2.356
269,Mangai,CD,1603627200,90.95,52,97,3.94,-4.05,19.5333
383,Esperance,AU,1603627200,64.51,51,0,23.06,-33.8667,121.9
303,Palamós,ES,1603627200,67.87,51,32,12.46,41.8484,3.1291
324,Comodoro Rivadavia,AR,1603627200,54.34,51,10,29.84,-45.8667,-67.5
170,Ndélé,CF,1603627200,89.71,51,98,4.68,8.4109,20.6473
441,Nioro,GM,1603627200,95.95,51,0,2.66,13.35,-15.75
528,Leh,IN,1603627200,39.63,50,93,4.07,34.1667,77.5833
336,Ambanja,MG,1603627200,90.1,49,10,8.55,-13.6833,48.45
378,Ürümqi,CN,1603627200,48.09,49,0,6.17,43.801,87.6005
505,Verāval,IN,1603627200,86.97,49,0,5.06,20.9,70.3667
278,Ferkessédougou,CI,1603627200,94.75,48,13,1.36,9.6,-5.2
350,Sarh,TD,1603627200,95.2,48,40,3.04,9.1429,18.3923
209,Mlandizi,TZ,1603627200,91.33,48,55,8.95,-6.7,38.7333
275,Guozhen,CN,1603627200,67.69,47,72,0.74,34.3659,107.359
432,Ormara,PK,1603627200,81.61,46,0,14.74,25.2088,64.6357
70,Cortes,ES,1603627200,67.03,46,69,16.58,41.9395,-1.4396
321,Datong,CN,1603627200,59.2,46,22,5.66,40.0936,113.2914
310,Corinth,GR,1603627200,75.13,46,89,8.46,37.9407,22.9573
277,Emerald,AU,1603627200,75.72,45,10,10.94,-23.5333,148.1667
365,Samsun Province,TR,1603627200,79.14,44,0,3.62,41.25,36.3333
407,Qax,AZ,1603627200,73.74,44,0,3.38,41.4225,46.9242
227,Chifeng,CN,1603627200,50.88,43,50,3.51,42.2683,118.9636
439,Ginda,IN,1603627200,70.86,42,10,2.91,30.6945,78.4932
240,Chekhov,RU,1603627200,50.47,40,80,6.64,55.1431,37.4711
476,Vredendal,ZA,1603627200,78.87,39,39,15.61,-31.6683,18.5012
258,Chabahar,IR,1603627200,85.23,39,0,18.12,25.2919,60.643
377,Awjilah,LY,1603627200,79.9,38,0,7.94,29.1081,21.2869
380,Changli,CN,1603627200,58.19,38,3,4.36,39.7042,119.1506
48,Erenhot,CN,1603627200,53.67,37,73,7.58,43.6475,111.9767
51,Korla,CN,1603627200,55.65,37,49,8.48,41.7597,86.1469
533,Masumbwe,TZ,1603627200,87.44,35,35,5.44,-3.6333,32.1833
382,Lüderitz,NA,1603627200,81.0,34,90,27.85,-26.6481,15.1594
338,Rawson,AR,1603627200,59.77,34,83,25.48,-43.3002,-65.1023
440,Yangi Marg`ilon,UZ,1603627200,59.77,33,0,3.36,40.4272,71.7189
442,Kumluca,TR,1603627200,83.44,33,0,6.98,36.3703,30.2869
35,Meadow Lake,US,1603627200,55.87,31,95,2.59,34.8014,-106.5436
309,Salalah,OM,1603627200,86.38,30,0,7.31,17.0151,54.0924
235,Abu Dhabi,AE,1603627200,90.72,30,0,16.96,24.4667,54.3667
193,Tianpeng,CN,1603627200,68.31,29,94,4.16,30.9866,103.9393
485,Aksu,CN,1603627200,58.96,29,100,4.81,41.1231,80.2644
488,Mocuba,MZ,1603627200,95.97,28,15,4.97,-16.8392,36.9856
98,Kashgar,CN,1603627200,58.42,28,69,2.82,39.4547,75.9797
145,Alice Springs,AU,1603627200,70.11,27,1,14.72,-23.7,133.8833
138,Cuamba,MZ,1603627200,91.71,27,26,4.36,-14.8031,36.5372
355,Gazojak,TM,1603627200,66.33,27,6,10.33,41.1875,61.4036
7,Mount Isa,AU,1603627200,81.07,26,40,13.67,-20.7333,139.5
96,Mestia,GE,1603627200,63.23,26,23,4.0,43.0458,42.7278
272,Arivonimamo,MG,1603627200,79.57,24,21,8.14,-19.0167,47.1833
502,Oktyabr'skoye,RU,1603627200,73.45,22,33,3.47,43.0645,44.7417
61,Khani,GE,1603627200,79.72,22,34,3.22,41.9563,42.9566
194,Likasi,CD,1603627200,95.88,21,93,2.08,-10.9814,26.7333
229,Caesarea,IL,1603627200,90.16,20,31,2.46,32.5189,34.9046
233,Muhafazat Lahij,YE,1603627200,90.77,20,0,16.2,13.1667,44.5833
291,Kutum,SD,1603627200,85.3,19,12,7.63,14.2,24.6667
413,Saint-Louis,SN,1603627200,102.42,19,29,8.97,16.3333,-15.0
273,Faya,SA,1603627200,76.08,18,10,11.05,18.3851,42.4509
191,Esna,EG,1603627200,90.64,18,0,11.63,25.2934,32.554
190,Atar,MR,1603627200,97.92,17,91,10.92,20.5169,-13.0499
31,Nālūt,LY,1603627200,87.13,17,9,2.68,30.3333,10.85
201,Kaura Namoda,NG,1603627200,94.75,16,99,11.32,12.5898,6.5779
461,Calvinia,ZA,1603627200,81.52,16,45,13.22,-31.4707,19.776
473,Sīrjān,IR,1603627200,74.08,16,0,7.47,29.452,55.6814
46,Minudasht,IR,1603627200,87.39,14,0,4.7,37.2289,55.3747
362,Jijiga,ET,1603627200,82.08,14,0,13.29,9.35,42.8
372,Umm Hājar,TD,1603627200,95.85,13,15,9.86,13.2954,19.6966
305,Fasa,IR,1603627200,79.07,13,0,1.1,28.9383,53.6482
410,Bājna,IN,1603627200,88.9,13,0,5.37,27.9,77.6833
140,Gouré,NE,1603627200,95.31,13,83,12.91,13.9835,10.2704
468,Taoudenni,ML,1603627200,100.94,12,12,14.58,22.6783,-3.9836
255,Marzuq,YE,1603627200,85.19,12,3,5.75,14.4,46.4667
454,Sinjār,IQ,1603627200,86.02,12,100,4.54,36.3209,41.8754
538,Najrān,SA,1603627200,85.55,12,0,13.09,17.4924,44.1277
419,Khorramshahr,IR,1603627200,96.46,12,0,2.48,30.4397,48.1664
521,Tanout,NE,1603627200,91.18,12,12,13.85,14.9709,8.8879
363,Adrar,MR,1603627200,95.95,11,97,7.34,20.5022,-10.0711
478,Harsīn,IR,1603627200,79.97,10,0,7.07,34.2721,47.5861
239,Djibo,BF,1603627200,98.1,10,0,14.83,14.1022,-1.6306
262,Filingué,NE,1603627200,97.95,10,59,10.89,14.3521,3.3168
513,Senanga,ZM,1603627200,102.52,9,0,10.07,-16.1167,23.2667
208,Douentza,ML,1603627200,97.81,9,0,11.83,14.9951,-2.9517
